Time,PU
61294.34,551.04
61295.94,552.34
61297.54,551.28
61299.14,548.44
61300.74,544.58
61302.34,540.57
61303.94,537.13
61305.54,534.78
61307.14,533.75
61308.74,533.95
61310.34,535.08
61311.94,536.68
61313.54,538.24
61315.14,539.34
61316.74,539.69
61318.34,539.19
61319.94,537.91
61321.54,536.05
61323.14,533.90
61324.74,531.74
61326.34,529.79
61327.94,528.18
61329.54,526.93
61331.14,525.98
61332.74,525.21
61334.34,524.47
61335.94,523.65
61337.54,522.72
61339.14,521.66
61340.74,520.55
61342.34,519.45
61343.94,518.44
61345.54,517.51
61347.14,516.60
61348.74,515.54
61350.34,514.11
61351.94,512.06
61353.54,509.19
61355.14,505.37
61356.74,500.66
61358.34,495.29
61359.94,489.67
61361.54,484.35
61363.14,479.98
61364.74,477.15
61366.34,476.33
61367.94,477.73
61369.54,481.25
61371.14,486.48
61372.74,492.69
61374.34,499.00
61375.94,504.47
61377.54,508.33
61379.14,510.09
61380.74,509.68
61382.34,507.52
61383.94,504.41
61385.54,501.42
61387.14,499.70
61388.74,500.19
61390.34,503.48
61391.94,509.57
61393.54,517.90
61395.14,527.41
61396.74,536.70
61398.34,544.33
61399.94,549.10
61401.54,550.29
61403.14,547.85
61404.74,542.40
61406.34,535.10
61407.94,527.47
61409.54,521.03
61411.14,517.00
61412.74,516.09
61414.34,518.30
61415.94,522.97
61417.54,528.90
61419.14,534.62
61420.74,538.72
61422.34,540.12
61423.94,538.31
61425.54,533.49
61427.14,526.48
61428.74,518.56
61430.34,511.23
61431.94,505.87
61433.54,503.47
61435.14,504.47
61436.74,508.60
61438.34,515.05
61439.94,522.55
61441.54,529.70
61443.14,535.22
61444.74,538.18
61446.33,538.21
61447.93,535.50
61449.54,530.76
61451.14,525.07
61452.74,519.61
61454.33,515.45
61455.93,513.35
61457.54,513.61
61459.14,516.09
61460.74,520.22
61462.33,525.19
61463.93,530.11
61465.53,534.22
61467.13,536.99
61468.73,538.22
61470.33,538.02
61471.93,536.74
61473.53,534.82
61475.13,532.68
61476.73,530.58
61478.33,528.57
61479.93,526.51
61481.53,524.09
61483.13,521.03
61484.73,517.13
61486.33,512.40
61487.93,507.17
61489.53,502.00
61491.13,497.62
61492.73,494.83
61494.33,494.26
61495.93,496.25
61497.53,500.74
61499.13,507.23
61500.73,514.83
61502.33,522.40
61503.93,528.77
61505.53,532.92
61507.13,534.22
61508.73,532.51
61510.33,528.19
61511.93,522.11
61513.53,515.44
61515.13,509.43
61516.73,505.16
61518.33,503.38
61519.93,504.31
61521.53,507.64
61523.13,512.59
61524.73,518.07
61526.33,522.92
61527.93,526.07
61529.53,526.82
61531.13,524.92
61532.73,520.57
61534.33,514.41
61535.93,507.33
61537.53,500.29
61539.13,494.13
61540.73,489.44
61542.33,486.43
61543.93,484.94
61545.53,484.52
61547.13,484.51
61548.73,484.24
61550.33,483.15
61551.93,480.91
61553.53,477.50
61555.13,473.22
61556.73,468.62
61558.33,464.44
61559.93,461.40
61561.53,460.15
61563.13,461.05
61564.73,464.14
61566.33,469.08
61567.93,475.18
61569.53,481.51
61571.13,487.00
61572.73,490.68
61574.33,491.81
61575.93,490.02
61577.53,485.39
61579.13,478.47
61580.73,470.15
61582.33,461.54
61583.93,453.78
61585.53,447.85
61587.13,444.41
61588.73,443.73
61590.33,445.63
61591.93,449.59
61593.53,454.82
61595.13,460.40
61596.73,465.46
61598.33,469.26
61599.93,471.31
61601.53,471.39
61603.13,469.55
61604.73,466.07
61606.33,461.45
61607.93,456.25
61609.53,451.14
61611.13,446.73
61612.73,443.54
61614.33,441.96
61615.93,442.17
61617.53,444.13
61619.13,447.56
61620.73,452.00
61622.33,456.83
61623.93,461.36
61625.53,464.97
61627.13,467.17
61628.73,467.69
61630.33,466.52
61631.93,463.91
61633.53,460.30
61635.13,456.28
61636.73,452.44
61638.33,449.32
61639.93,447.29
61641.53,446.54
61643.13,447.08
61644.73,448.69
61646.33,451.04
61647.93,453.71
61649.53,456.24
61651.13,458.20
61652.73,459.25
61654.33,459.16
61655.93,457.87
61657.53,455.47
61659.12,452.23
61660.72,448.55
61662.32,444.90
61663.93,441.76
61665.53,439.48
61667.12,438.24
61668.72,437.98
61670.32,438.41
61671.93,439.03
61673.53,439.25
61675.12,438.56
61676.72,436.62
61678.32,433.42
61679.92,429.33
61681.52,425.06
61683.12,421.56
61684.72,419.86
61686.32,420.81
61687.92,424.92
61689.52,432.21
61691.12,442.14
61692.72,453.68
61694.32,465.47
61695.92,476.05
61697.52,484.14
61699.12,488.86
61700.72,489.87
61702.32,487.49
61703.92,482.54
61705.52,476.24
61707.12,469.97
61708.72,464.97
61710.32,462.19
61711.92,462.10
61713.52,464.70
61715.12,469.52
61716.72,475.81
61718.32,482.67
61719.92,489.30
61721.52,495.07
61723.12,499.62
61724.72,502.91
61726.32,505.12
61727.92,506.55
61729.52,507.56
61731.12,508.46
61732.72,509.42
61734.32,510.51
61735.92,511.70
61737.52,512.90
61739.12,514.00
61740.72,514.93
61742.32,515.65
61743.92,516.15
61745.52,516.41
61747.12,516.37
61748.72,515.97
61750.32,515.10
61751.92,513.70
61753.52,511.78
61755.12,509.48
61756.72,507.12
61758.32,505.15
61759.92,504.12
61761.52,504.57
61763.12,506.88
61764.72,511.19
61766.32,517.28
61767.92,524.60
61769.52,532.28
61771.12,539.29
61772.72,544.65
61774.32,547.56
61775.92,547.61
61777.52,544.87
61779.12,539.90
61780.72,533.63
61782.32,527.22
61783.92,521.81
61785.52,518.30
61787.12,517.17
61788.72,518.38
61790.32,521.42
61791.92,525.37
61793.52,529.15
61795.12,531.73
61796.72,532.36
61798.32,530.74
61799.92,527.08
61801.52,522.05
61803.12,516.62
61804.72,511.85
61806.32,508.64
61807.92,507.57
61809.52,508.75
61811.12,511.80
61812.72,516.01
61814.32,520.47
61815.92,524.28
61817.52,526.81
61819.12,527.77
61820.72,527.29
61822.32,525.82
61823.92,524.02
61825.52,522.54
61827.12,521.83
61828.72,522.06
61830.32,523.01
61831.92,524.21
61833.52,525.05
61835.12,524.95
61836.72,523.60
61838.32,521.00
61839.92,517.59
61841.52,514.09
61843.12,511.42
61844.72,510.41
61846.32,511.63
61847.92,515.22
61849.52,520.80
61851.12,527.51
61852.72,534.17
61854.32,539.51
61855.92,542.43
61857.52,542.21
61859.12,538.71
61860.72,532.39
61862.32,524.24
61863.92,515.61
61865.52,507.93
61867.12,502.48
61868.71,500.13
61870.32,501.23
61871.92,505.51
61873.51,512.21
61875.11,520.22
61876.71,528.28
61878.32,535.24
61879.92,540.25
61881.51,542.87
61883.11,543.11
61884.71,541.36
61886.32,538.33
61887.92,534.82
61889.51,531.57
61891.11,529.17
61892.71,527.90
61894.31,527.75
61895.91,528.45
61897.51,529.54
61899.11,530.50
61900.71,530.86
61902.31,530.32
61903.91,528.79
61905.51,526.42
61907.11,523.58
61908.71,520.76
61910.31,518.48
61911.91,517.18
61913.51,517.13
61915.11,518.36
61916.71,520.65
61918.31,523.57
61919.91,526.54
61921.51,528.98
61923.11,530.40
61924.71,530.51
61926.31,529.25
61927.91,526.86
61929.51,523.79
61931.11,520.59
61932.71,517.84
61934.31,516.01
61935.91,515.36
61937.51,515.94
61939.11,517.52
61940.71,519.74
61942.31,522.15
61943.91,524.35
61945.51,526.04
61947.11,527.14
61948.71,527.72
61950.31,528.04
61951.91,528.40
61953.51,529.10
61955.11,530.33
61956.71,532.12
61958.31,534.34
61959.91,536.70
61961.51,538.86
61963.11,540.52
61964.71,541.46
61966.31,541.61
61967.91,541.10
61969.51,540.18
61971.11,539.16
61972.71,538.36
61974.31,537.99
61975.91,538.13
61977.51,538.72
61979.11,539.56
61980.71,540.44
61982.31,541.14
61983.91,541.57
61985.51,541.77
61987.11,541.93
61988.71,542.32
61990.31,543.24
61991.91,544.89
61993.51,547.33
61995.11,550.40
61996.71,553.74
61998.31,556.87
61999.91,559.25
62001.51,560.46
62003.11,560.27
62004.71,558.75
62006.31,556.28
62007.91,553.47
62009.51,551.08
62011.11,549.82
62012.71,550.20
62014.31,552.38
62015.91,556.06
62017.51,560.53
62019.11,564.75
62020.71,567.53
62022.31,567.76
62023.91,564.63
62025.51,557.82
62027.11,547.57
62028.71,534.66
62030.31,520.33
